trial_id,iteration,timestamp,model_name,llm_choice,raw_response,choice1_scarcity,choice1_longevity,choice1_brand,choice2_scarcity,choice2_longevity,choice2_brand
b5e2ab21-ce49-499e-89ec-f6eb2be67302,0,2025-09-26T12:17:46.924321,gpt-4.1-nano,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
4b01bc2f-01ca-4262-abcf-91eb9f25dd65,1,2025-09-26T12:17:47.034644,gpt-4.1-nano,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
77945887-3e85-4f8d-9a69-d09925a9d6c6,0,2025-09-26T12:17:47.143700,gpt-4.1-nano,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,high_longevity,Cafe ABC
6fa6d2e7-a514-458a-aac8-4404af9dd21f,1,2025-09-26T12:17:47.252958,gpt-4.1-nano,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,high_longevity,Cafe ABC
bf7a565d-d52c-493f-9b73-01758178d509,0,2025-09-26T12:17:47.360375,gpt-4.1-nano,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
2043d08c-94da-4984-aa21-43104ce6154b,1,2025-09-26T12:17:47.470306,gpt-4.1-nano,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
9b4852ff-5fc3-40db-826e-88304bcbb91e,0,2025-09-26T12:17:47.580339,gpt-4.1-nano,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
a90bad82-5d71-4da6-bcf0-ced523f67e92,1,2025-09-26T12:17:47.689335,gpt-4.1-nano,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
caea1cb3-f826-4e84-b120-7958cdf8626f,0,2025-09-26T12:17:47.812822,gpt-4.1-nano,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
6bf0e315-a32c-4190-8094-b62f1b5c53aa,1,2025-09-26T12:17:47.920688,gpt-4.1-nano,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
d568af74-cadf-415b-bea4-26d5ed1800bb,0,2025-09-26T12:17:48.030401,gpt-4.1-nano,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
b1974608-1f1e-4d54-b5a1-996c79642065,1,2025-09-26T12:17:48.139481,gpt-4.1-nano,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
ecbcc009-3858-4eb0-82a8-17c73ec47f5f,0,2025-09-26T12:17:48.264676,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
55c51d0d-d249-4d0f-bd7e-b2493ba7c243,1,2025-09-26T12:17:48.373578,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
d488fd40-1c3f-4dec-bfb9-a1e61d1792ca,0,2025-09-26T12:17:48.482531,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
e6e6e622-6666-4ba5-a7e7-60fb842c31bc,1,2025-09-26T12:17:48.589814,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
1fb8445b-db28-4d5d-a0b1-abef563e7c06,0,2025-09-26T12:17:48.710352,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
65a3788b-6487-4070-9f90-287ca542fd1f,1,2025-09-26T12:17:48.830232,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
fe7f61e4-73e3-4600-93ff-37173333d735,0,2025-09-26T12:17:48.935941,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
5588f572-7b12-40fa-9fef-468f3a00d097,1,2025-09-26T12:17:49.045606,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
62193dbc-af13-46b4-91ca-3f05bd64fd08,0,2025-09-26T12:17:49.155042,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
9c7602cf-9046-4c04-a785-79a1279e2625,1,2025-09-26T12:17:49.263077,claude-3-5-haiku-20241022,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
f8e06fb8-aacf-4876-aab8-4b8dd8c90ae7,0,2025-09-26T12:17:49.371081,claude-3-5-haiku-20241022,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
9049ce5e-64aa-47b2-9eb5-838610499265,1,2025-09-26T12:17:49.478858,claude-3-5-haiku-20241022,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
861027e0-adc6-411b-bd27-c47d33810dfb,0,2025-09-26T12:17:49.585591,gemini-2.5-flash-lite,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
679d5de9-bc0d-4fb4-89eb-27aeafa6689a,1,2025-09-26T12:17:49.691184,gemini-2.5-flash-lite,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
b32b44d9-0475-4960-881c-ef7bc5613550,0,2025-09-26T12:17:49.811572,gemini-2.5-flash-lite,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
d3db4449-1a8f-40ce-9b05-12bd17c48f3a,1,2025-09-26T12:17:49.919667,gemini-2.5-flash-lite,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
b1083659-2b55-4cdc-a85f-ce9c3134fa54,0,2025-09-26T12:17:50.026628,gemini-2.5-flash-lite,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
dbdb85bd-7a73-44e9-8ba0-62c30370deed,1,2025-09-26T12:17:50.133535,gemini-2.5-flash-lite,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
36c581c0-ab46-4564-b464-abdd0df330d0,0,2025-09-26T12:17:50.241423,gemini-2.5-flash-lite,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
b0709057-e420-42ca-9507-fe845aeb1af9,1,2025-09-26T12:17:50.350125,gemini-2.5-flash-lite,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
bf328c4b-8388-45b5-9840-5bd1cb526baf,0,2025-09-26T12:17:50.458805,gemini-2.5-flash-lite,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
2ce4d5e9-fe73-4d9f-8783-a1deacec90a9,1,2025-09-26T12:17:50.566718,gemini-2.5-flash-lite,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
d9435a48-e984-4130-a901-6ae6a01caace,0,2025-09-26T12:17:50.674955,gemini-2.5-flash-lite,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
3c918004-4aa5-406a-9467-4d9e23c62453,1,2025-09-26T12:17:50.781049,gemini-2.5-flash-lite,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
2fa99fd9-cb32-486f-b9a0-bfc72c55de86,0,2025-09-26T12:17:50.903881,gemini-2.5-flash,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
d8cacaa2-44f9-4f96-a0e6-b60e64abc5a2,1,2025-09-26T12:17:51.011579,gemini-2.5-flash,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
2f8e0a65-301a-46b9-99c4-6dcbdf4bb256,0,2025-09-26T12:17:51.118672,gemini-2.5-flash,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
faf915e8-3e67-4e12-88a5-7d496b58f4de,1,2025-09-26T12:17:51.228622,gemini-2.5-flash,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
eb361142-7234-4c05-a12e-9da05fab763d,0,2025-09-26T12:17:51.338686,gemini-2.5-flash,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
2acf956c-ffa3-4b3d-ab7c-c34445db98ff,1,2025-09-26T12:17:51.447880,gemini-2.5-flash,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
2611b048-689e-4533-bb0e-fc9a8d7f2c92,0,2025-09-26T12:17:51.570130,gemini-2.5-flash,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
321ab32a-e76e-4e6c-a2c7-8bfbe196883b,1,2025-09-26T12:17:51.676273,gemini-2.5-flash,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
84e18495-bfdf-4b95-9d0a-61794c854119,0,2025-09-26T12:17:51.784044,gemini-2.5-flash,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
7e531a8e-e8ea-4b18-a9dd-3628e81f07d0,1,2025-09-26T12:17:51.890849,gemini-2.5-flash,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
5bf625b4-dd6d-43e2-9d41-c652ba4a5091,0,2025-09-26T12:17:51.998945,gemini-2.5-flash,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
cee4d776-9c61-41c2-ae9f-be36c2926bba,1,2025-09-26T12:17:52.167968,gemini-2.5-flash,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
d5deb58c-35db-45bd-91f3-7662ddbfa4ae,0,2025-09-26T12:17:52.275518,gemini-2.5-pro,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
5c9543ce-3eb6-4262-8fb8-ff87557f15fe,1,2025-09-26T12:17:52.384409,gemini-2.5-pro,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
c6a473d0-1ace-48a0-9fef-f7182748b094,0,2025-09-26T12:17:52.493539,gemini-2.5-pro,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
0771e382-b710-4a35-9329-830701001c92,1,2025-09-26T12:17:52.603204,gemini-2.5-pro,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
48ec3ccc-3a5d-431a-bad2-52d4de24a4b9,0,2025-09-26T12:17:52.711926,gemini-2.5-pro,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
e9e88bcb-9ab6-4d02-971c-fbb8c2af78a1,1,2025-09-26T12:17:52.836460,gemini-2.5-pro,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
36f4cac6-6054-442b-9845-c9ddc692dbda,0,2025-09-26T12:17:52.960923,gemini-2.5-pro,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
f389934e-3488-4170-8165-79cd76b90195,1,2025-09-26T12:17:53.084370,gemini-2.5-pro,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
9d6bc988-b6b3-47ae-9d13-a95f3a247d04,0,2025-09-26T12:17:53.193421,gemini-2.5-pro,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
2bf45197-460a-4c10-9ef1-ba9b323ac196,1,2025-09-26T12:17:53.303039,gemini-2.5-pro,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
3966eede-a110-4c1c-89b2-78519cdad4c9,0,2025-09-26T12:17:53.428427,gemini-2.5-pro,1,raw_response,low_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
d1735ebd-1ace-4552-aca2-df7403ea0285,1,2025-09-26T12:17:53.537879,gemini-2.5-pro,1,raw_response,low_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
4f9e51cd-5174-4b86-99c1-437b68623850,0,2025-09-26T12:17:53.648671,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
2e928c3e-a9d4-44f8-a7d4-67e3f3cf4c9c,1,2025-09-26T12:17:53.756341,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
98b0abdb-36eb-46a8-8d70-54fd7c2d9739,0,2025-09-26T12:17:53.880284,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
39d0b59b-8571-47c8-b938-400006124029,1,2025-09-26T12:17:54.004266,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
16bdbd08-309b-491c-8e5f-25ab97655b56,0,2025-09-26T12:17:54.112893,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
7996c825-4b36-4ddc-9643-01a71a57b1d5,1,2025-09-26T12:17:54.222001,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
b85487fe-092c-4ea7-9c6b-716c619d3c58,0,2025-09-26T12:17:54.329713,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
cb016832-e8ff-43e9-afa0-3f7fe3f46e0c,1,2025-09-26T12:17:54.439662,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
8b3c4bfe-2536-433e-bb36-439e4ed9e8a3,0,2025-09-26T12:17:54.548696,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
dbca7a09-22cc-4332-a23c-0f0a0906164d,1,2025-09-26T12:17:54.656570,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
6fad6531-d9ad-447b-ae14-bbf91fe299c1,0,2025-09-26T12:17:54.765407,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
2ae25683-8763-4f15-bc54-15e92d705a66,1,2025-09-26T12:17:54.873690,Qwen/Qwen3-Next-80B-A3B-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
eb141558-b122-4b5c-8e54-e2162a0d888b,0,2025-09-26T12:17:54.982453,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
ca642a94-5b67-494c-b35f-f74b568e8b2e,1,2025-09-26T12:17:55.091006,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
5c5e3e8d-1949-4e2d-978e-e5d7ea73d901,0,2025-09-26T12:17:55.198242,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,high_longevity,Cafe ABC
4fd4f7ad-37e9-47bb-a235-0628e96c2ec8,1,2025-09-26T12:17:55.305897,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,high_longevity,Cafe ABC
eae981c3-9809-4602-a792-35c33d38b097,0,2025-09-26T12:17:55.413714,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,high_scarcity,high_longevity,Cafe ABC
dc5d7e1c-28b4-45ee-862f-314d5e71c4e1,1,2025-09-26T12:17:55.522481,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,high_scarcity,high_longevity,Cafe ABC
7fc5e4da-aab8-4e3b-8f21-71807b1530b3,0,2025-09-26T12:17:55.629831,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
340f1e3e-89af-49f3-aadc-8164be898eed,1,2025-09-26T12:17:55.740205,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
5b352d79-31e9-4787-b6f8-90bea7f3697e,0,2025-09-26T12:17:55.848906,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
ee78359a-47db-438c-af3e-6563e1be2999,1,2025-09-26T12:17:55.956025,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
4f391209-4f32-41bd-8093-1113c2706318,0,2025-09-26T12:17:56.064802,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
e4bae309-a7e4-4581-a330-79c53f611202,1,2025-09-26T12:17:56.171606,deepseek-ai/DeepSeek-V3.1-Terminus,1,raw_response,low_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
e53f57de-f015-44f9-930f-8d6db20e75f0,0,2025-09-26T12:17:56.280238,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
df5e6d17-024a-4a9b-88c6-854d8af7007c,1,2025-09-26T12:17:56.388981,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
2efe0ae2-b152-4a41-a860-1b0d5a3683ce,0,2025-09-26T12:17:56.500973,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
88bd88c1-3c41-49a1-a50f-e447cbc55e0a,1,2025-09-26T12:17:56.621831,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
efb462ca-e5ba-4491-8db6-7f3a6f99fb83,0,2025-09-26T12:17:56.729439,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
ccfa443d-6bfc-47ba-abce-3d3e637bc0df,1,2025-09-26T12:17:56.837655,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
8837124b-56be-4286-8c2b-f4a97236f19e,0,2025-09-26T12:17:56.947361,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
81f7c23c-9edc-47ae-a6ab-3586c781c090,1,2025-09-26T12:17:57.055769,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,high_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
151e4132-c4de-459a-b9cd-162225d17704,0,2025-09-26T12:17:57.164640,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
277a0d4e-6b43-4ad8-8485-1689ff6c5c47,1,2025-09-26T12:17:57.271381,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
0b041d4e-b92d-459b-8e5c-fcdcef4f64c7,0,2025-09-26T12:17:57.381285,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
a8b0320f-dfc7-4f44-9511-f9ef88fbea20,1,2025-09-26T12:17:57.488976,meta-llama/Llama-4-Scout-17B-16E-Instruct,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
b285cbff-a983-4149-a93d-05b859fd23ba,0,2025-09-26T12:17:57.599299,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,high_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
f76174d1-f401-4342-aa60-9c848e887138,1,2025-09-26T12:17:57.706407,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,high_longevity,Cafe ABC,high_scarcity,low_longevity,Cafe XYZ
87d8c0df-a95a-4a21-bddb-6ef3d8d21b95,0,2025-09-26T12:17:57.816090,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
bebcfd66-301c-4bff-b176-36f3e2b5f775,1,2025-09-26T12:17:57.924593,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,high_longevity,Cafe ABC
e836d87d-7d99-4fe2-aa62-075bbce2186a,0,2025-09-26T12:17:58.033647,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
a201f514-3de5-4f63-b766-5543aa20cde3,1,2025-09-26T12:17:58.142108,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,high_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
371c49b7-6859-470b-973b-3a9cc11bea29,0,2025-09-26T12:17:58.251236,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
6b76310d-29ee-4eb3-96be-3695f1835ffb,1,2025-09-26T12:17:58.358500,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
fcc406b1-8d07-4952-9e09-6444ab9f995b,0,2025-09-26T12:17:58.465349,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
e0baed58-8d0f-4aa8-8ad6-852c2cd1e6c0,1,2025-09-26T12:17:58.573951,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,high_scarcity,low_longevity,Cafe XYZ,low_scarcity,low_longevity,Cafe ABC
9a8d8678-38d0-4ba8-9fc7-3b3b42519484,0,2025-09-26T12:17:58.679846,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,low_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
9d546c30-a3c4-4548-925c-4a51121c49a6,1,2025-09-26T12:17:58.787933,meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,1,raw_response,low_scarcity,low_longevity,Cafe ABC,low_scarcity,high_longevity,Cafe XYZ
6ae79339-8279-4043-84a0-81d44c5f6ee7,0,2025-09-26T12:17:58.895698,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
76b90942-27a5-4bc3-bc0e-76ee00c93415,1,2025-09-26T12:17:59.005545,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,high_scarcity,low_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
c3819e36-8bb1-4da5-bb16-1d988f8dec9d,0,2025-09-26T12:17:59.113766,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
de23559f-b5f8-429b-82c7-cf09dc37756e,1,2025-09-26T12:17:59.221711,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,high_longevity,Cafe ABC,high_scarcity,high_longevity,Cafe XYZ
4cbddb65-291f-4096-8bda-c7404b0a42ae,0,2025-09-26T12:17:59.329827,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
9b87de76-0105-48ae-8896-6bb7bf89df7b,1,2025-09-26T12:17:59.438454,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,high_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
46127ed3-fa06-497c-8f90-076606e02f15,0,2025-09-26T12:17:59.546646,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
736791af-b189-4c0a-bded-e6dbfeb05c0f,1,2025-09-26T12:17:59.654225,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,high_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
97b892c8-4f73-41bc-9acc-74945b434e68,0,2025-09-26T12:17:59.762005,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
0004e9e4-0195-4446-bae9-94d1d1d9efe2,1,2025-09-26T12:17:59.870785,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,low_longevity,Cafe XYZ,high_scarcity,low_longevity,Cafe ABC
e63432c5-d47c-4259-be8c-2d9bb468da73,0,2025-09-26T12:17:59.979572,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
1518f775-adbb-453f-b75a-e4fe301a61f9,1,2025-09-26T12:18:00.088477,moonshotai/Kimi-K2-Instruct-0905,1,raw_response,low_scarcity,high_longevity,Cafe ABC,low_scarcity,low_longevity,Cafe XYZ
